especie,real_value,model_mean,model_std,model_min,model_max,abs_error,z_score,model_range,z_range,metric,plot
Anthrenus_sp,13,34.5797,4.215521909858528,2,44,21.579700000000003,5.119105169287144,42,0.5138023809523811,RMAE,RMAE_B3_model2.csv
Attagenus_sp,8,18.3475,6.870332153279742,0,38,10.3475,1.5061134991938252,38,0.27230263157894735,RMAE,RMAE_B3_model2.csv
Bombylius_sp,2,0.9793,2.4519528374892765,0,22,1.0207000000000002,0.41628043753287086,22,0.046395455,RMAE,RMAE_B3_model2.csv
Buprestidae_sp1,2,2.3023,3.679302710683597,0,21,0.3022999999999998,0.082162307,21,0.014395238095238086,RMAE,RMAE_B3_model2.csv
Ceratina_sp,3,14.6481,6.754215597153613,0,39,11.6481,1.7245673953476974,39,0.29866923076923074,RMAE,RMAE_B3_model2.csv
Chasmatopterus_sp,15,43.888,0.3335672746428693,42,44,28.887999999999998,86.60321978805825,2,14.443999999999999,RMAE,RMAE_B3_model2.csv
Coptocephala_sp,6,4.6425,4.993774878,0,25,1.3575,0.2718384455159849,25,0.054299999999999994,RMAE,RMAE_B3_model2.csv
Curculionidae,6,32.1989,4.758550532,8,44,26.198900000000002,5.505647112726657,36,0.7277472222222223,RMAE,RMAE_B3_model2.csv
Diptera_sp3,1,0.158,0.9989673636207305,0,13,0.842,0.8428703786159675,13,0.064769231,RMAE,RMAE_B3_model2.csv
Exochomus_nigromaculatus,1,0,0,0,0,1,,0,,RMAE,RMAE_B3_model2.csv
Exoprosopa_italica,1,0.1559,0.9846279191724777,0,14,0.8441,0.857278149,14,0.060292857,RMAE,RMAE_B3_model2.csv
Halictidae_sp1,2,0.2433,1.2543773181326372,0,17,1.7567,1.400455807519829,17,0.10333529411764705,RMAE,RMAE_B3_model2.csv
Halictidae_sp3,3,17.4136,6.656017224777113,0,37,14.413599999999999,2.1654992036897354,37,0.3895567567567567,RMAE,RMAE_B3_model2.csv
Halictidae_sp4,1,0.6959,2.1047722434077434,0,18,0.30410000000000004,0.14448119075707935,18,0.016894444444444448,RMAE,RMAE_B3_model2.csv
Heliotaurus_ruficollis,2,1.7285,3.2234495207279577,0,20,0.2715000000000001,0.08422654,20,0.013575000000000004,RMAE,RMAE_B3_model2.csv
Hyperaspis_sp,1,5.733,5.192418234379051,0,28,4.733,0.9115213348306115,28,0.16903571428571426,RMAE,RMAE_B3_model2.csv
Laeosopis_roboris,1,0.1633,1.0368898803934785,0,14,0.8367,0.8069323616915708,14,0.059764285714285714,RMAE,RMAE_B3_model2.csv
Lasioglossum_sp3,6,19.9715,6.678663654116785,0,39,13.971499999999999,2.091960416570439,39,0.3582435897435897,RMAE,RMAE_B3_model2.csv
Lasioglossum_sp4,1,0.3207,1.4207932204714122,0,16,0.6793,0.4781132048016189,16,0.04245625,RMAE,RMAE_B3_model2.csv
Lasioglossum_sp5,7,16.3755,6.8739526382196745,0,37,9.375499999999999,1.3639168748227242,37,0.2533918918918919,RMAE,RMAE_B3_model2.csv
Lomatia_sp,1,0.1651,1.021932690857117,0,14,0.8349,0.8169813995281346,14,0.059635714285714285,RMAE,RMAE_B3_model2.csv
Lycaena_phlaeas,1,3.0321,4.105308142575232,0,22,2.0321,0.4949932939078423,22,0.092368182,RMAE,RMAE_B3_model2.csv
Malachius_sp,1,0,0,0,0,1,,0,,RMAE,RMAE_B3_model2.csv
Microlepidoptera,4,10.7881,6.5436442689094765,0,36,6.7881,1.0373577353909649,36,0.18855833333333333,RMAE,RMAE_B3_model2.csv
Mordellidae_sp1,12,37.4837,3.231621674618612,19,44,25.4837,7.885731241423092,25,1.019348,RMAE,RMAE_B3_model2.csv
Mordellidae_sp2,4,14.8726,6.803572451279546,0,37,10.8726,1.598072200723782,37,0.29385405405405407,RMAE,RMAE_B3_model2.csv
Mylabris_sp1,1,0,0,0,0,1,,0,,RMAE,RMAE_B3_model2.csv
Oedemera_sp,10,27.8596,5.644508294562845,0,42,17.8596,3.1640665701923973,42,0.42522857142857146,RMAE,RMAE_B3_model2.csv
Paragus_tibialis,1,1.7249,3.2060642343514436,0,21,0.7249000000000001,0.22610276869472656,21,0.034519048,RMAE,RMAE_B3_model2.csv
Phthiria_sp1,3,20.6972,6.451718734373259,0,38,17.6972,2.743021003955648,38,0.4657157894736842,RMAE,RMAE_B3_model2.csv
Phthiria_sp2,10,23.1784,6.386301897435834,0,40,13.1784,2.0635416570725016,40,0.32946,RMAE,RMAE_B3_model2.csv
Plebejus_argus,11,31.1848,5.040792588372587,2,43,20.1848,4.004290921741066,41,0.4923121951219512,RMAE,RMAE_B3_model2.csv
Pyronia_cecilia,2,18.9708,6.510743915915752,0,38,16.9708,2.606583858799032,38,0.4466,RMAE,RMAE_B3_model2.csv
Rhyzobius_lophanthae,2,4.169,4.7915482772783715,0,27,2.1689999999999996,0.452672054,27,0.080333333,RMAE,RMAE_B3_model2.csv
Syrphidae_sp6,1,0.1726,1.057885226343203,0,16,0.8274,0.7821264343203634,16,0.0517125,RMAE,RMAE_B3_model2.csv
Syrphidae_sp7,1,1.3246,2.8626306617219304,0,21,0.3246,0.11339220401026046,21,0.015457142857142857,RMAE,RMAE_B3_model2.csv
Tychius_sp,4,11.0256,6.578515966936064,0,34,7.025600000000001,1.067961229449165,34,0.20663529411764708,RMAE,RMAE_B3_model2.csv
Usia_sp,3,2.3471,3.675727504490608,0,20,0.6528999999999998,0.17762470128766533,20,0.032645,RMAE,RMAE_B3_model2.csv
Xylocopa_cantabrita,4,15.6962,6.776599279120697,0,39,11.6962,1.7259689585065223,39,0.2999025641025641,RMAE,RMAE_B3_model2.csv
Acmaeodera_sp,1,0.5453,0.9765466063263094,0,9,0.4547,0.4656203780283925,9,0.050522222,JS,JS_B3_model2.csv
Anthrenus_sp,13,3.8128,3.3707109530828867,0,25,9.1872,2.7255971,25,0.36748800000000004,JS,JS_B3_model2.csv
Attagenus_sp,8,1.0311,1.3540000449084744,0,12,6.9689,5.146897909055145,12,0.5807416666666666,JS,JS_B3_model2.csv
Bombylius_sp,2,0.0388,0.23216362763146062,0,4,1.9612,8.447490332608142,4,0.4903,JS,JS_B3_model2.csv
Buprestidae_sp1,2,0.0929,0.35955878274883646,0,5,1.9071,5.304000601571097,5,0.38142,JS,JS_B3_model2.csv
Ceratina_sp,3,0.7858,1.1868695066950683,0,13,2.2142,1.8655799879513413,13,0.1703230769230769,JS,JS_B3_model2.csv
Chasmatopterus_sp,15,17.3804,10.310670532641572,0,44,2.3804000000000016,0.23086762325147714,44,0.0541,JS,JS_B3_model2.csv
Coptocephala_sp,6,0.1894,0.5003525509753358,0,6,5.8106,11.613011642837463,6,0.9684333333333334,JS,JS_B3_model2.csv
Curculionidae,6,3.371,3.264663046,0,28,2.629,0.8052898455779331,28,0.093892857,JS,JS_B3_model2.csv
Diptera_sp3,1,0.0049,0.076658839,0,2,0.9951,12.980890499014661,2,0.49755,JS,JS_B3_model2.csv
Exochomus_nigromaculatus,1,0,0,0,0,1,,0,,JS,JS_B3_model2.csv
Exoprosopa_italica,1,0.0042,0.074718929,0,3,0.9958,13.327278891654405,3,0.33193333333333336,JS,JS_B3_model2.csv
Halictidae_sp1,2,0.0105,0.12079407734202915,0,3,1.9895,16.470178371135855,3,0.6631666666666667,JS,JS_B3_model2.csv
Halictidae_sp3,3,1.0431,1.4367493918152514,0,14,1.9569,1.3620329412686007,14,0.13977857142857145,JS,JS_B3_model2.csv
Halictidae_sp4,1,0.0207,0.16814974705227306,0,3,0.9793,5.823975457397286,3,0.3264333333333333,JS,JS_B3_model2.csv
Heliotaurus_ruficollis,2,0.0686,0.30414353573441794,0,4,1.9314,6.350291139136764,4,0.48285,JS,JS_B3_model2.csv
Hyperaspis_sp,1,0.2071,0.5537510758683916,0,8,0.7928999999999999,1.4318708072152735,8,0.0991125,JS,JS_B3_model2.csv
Laeosopis_roboris,1,0.0065,0.089769459,0,2,0.9935,11.067238298406775,2,0.49675,JS,JS_B3_model2.csv
Lasioglossum_sp3,6,1.2851,1.6060746986344603,0,14,4.7149,2.9356666934662314,14,0.3367785714285714,JS,JS_B3_model2.csv
Lasioglossum_sp4,1,0.0086,0.11369842889536023,0,3,0.9914,8.719557601912094,3,0.33046666666666663,JS,JS_B3_model2.csv
Lasioglossum_sp5,7,0.9134,1.2734451720669513,0,16,6.0866,4.779632553885875,16,0.3804125,JS,JS_B3_model2.csv
